"auth_wikidataid";"dest_wikidataid";"auth_fio_short";"dest_fio_short";"weight"
"Q467630";"random_ideb4afdd0ce0492f3f31d71fd902049cdee4ec4eb";"Аксаков, И. С.";"Безобразов, В. П.";1
"Q467630";"Q282280";"Аксаков, И. С.";"Соловьёв, В. С.";1
"Q467630";"random_id1c5ba2cc743a0365021eed184b1211bc30abf437";"Аксаков, И. С.";"Пуцыкович, В. Ф.";1
"Q467630";"random_idee34bcca774a8bc996ebf78fbbf2855508b59a09";"Аксаков, И. С.";"Галаган, Г. П.";1
"Q467630";"Q1968651";"Аксаков, И. С.";"Данилевский, Г. П.";1
"Q467630";"Q4329523";"Аксаков, И. С.";"Оболенский, Д. Д.";1
"Q467630";"random_id716f526150afe3717ecac0c5f989b8da269d83fc";"Аксаков, И. С.";"Перовский, Д. А.";1
"Q467630";"Q3920902";"Аксаков, И. С.";"Аверкиев, Д. В.";1
"Q467630";"Q709419";"Аксаков, И. С.";"Остен-Сакен, Д. Е.";1
"Q467630";"random_idde764621f04149addd3c07276e1b71fb9117bf5b";"Аксаков, И. С.";"Тютчева, Д. Ф.";1
"Q467630";"random_id62aecc85fea3bc2e025b1d07d32fd446d4b9918e";"Аксаков, И. С.";"Елагина, Е. И.";1
"Q467630";"Q1047353";"Аксаков, И. С.";"Ковалевский, Е. П.";1
"Q467630";"random_id5e41066515d35cf7ada1ae23d7d846372512d0eb";"Аксаков, И. С.";"Тютчев, Е.";1
"Q467630";"random_idba099438ea58cc35ff58549cdb825e962844e452";"Аксаков, И. С.";"Тютчев, Д.";1
"Q467630";"random_id36061e482c0a7b36b1eeebffeb066cf4979754bf";"Аксаков, И. С.";"Великопольский, И. Е.";1
"Q467630";"random_id198ef62a756b71e96d04584d4bb16e7a54a8cc4b";"Аксаков, И. С.";", И. К.";1
"Q467630";"Q42831";"Аксаков, И. С.";"Тургенев, И. С.";1
"Q467630";"random_idcf41f9990c41ec038ae1669a00d3cb005ae62896";"Аксаков, И. С.";"Грот, К. К.";1
"Q467630";"random_id3454adb52fe592fe2de1b41cda96bf20cbf97a6c";"Аксаков, И. С.";"Тихонравов, К. Н.";1
"Q467630";"Q359754";"Аксаков, И. С.";"Победоносцев, К. П.";1
"Q467630";"Q722730";"Аксаков, И. С.";"Аксаков, К.";1
"Q467630";"random_idf6d5cfa0f8a90278a7bd6dce5ae1580ee37420ee";"Аксаков, И. С.";"Головин, К. Ф.";1
"Q467630";"random_id0e6abcb24943d7c4968ebab90ddedae268bb0373";"Аксаков, И. С.";"Соболев, Л. Н.";1
"Q467630";"Q2639333";"Аксаков, И. С.";"Максимович, М. А.";1
"Q467630";"Q4531781";"Аксаков, И. С.";"Энгельгардт, М. А.";1
"Q467630";"Q1960437";"Аксаков, И. С.";"Авдеев, М. В.";1
"Q467630";"Q441628";"Аксаков, И. С.";"Катков, М.";1
"Q467630";"random_id92479f61fd1ca512787890fd2dc1bf7fabba5789";"Аксаков, И. С.";"Аксакова-Томашевская, М. С.";1
"Q467630";"Q1930246";"Аксаков, И. С.";"Раевский, М. Ф.";1
"Q467630";"Q4275290";"Аксаков, И. С.";"Макарий";1
"Q467630";"random_ida364f3de752fc02160a8a6dc484b5ae2b879e3f8";"Аксаков, И. С.";"Елагин, Н. А.";1
"Q467630";"Q208003";"Аксаков, И. С.";"Н. А Некрасов";1
"Q467630";"Q4506700";"Аксаков, И. С.";"Чаев, Н. А.";1
"Q467630";"Q43718";"Аксаков, И. С.";"Гоголь, Н. В.";1
"Q467630";"random_id0cbbf9836a74d328b47a8e17f885fe7c90dfe79c";"Аксаков, И. С.";"Геров, Н.";1
"Q467630";"Q742659";"Аксаков, И. С.";"Костомаров, Н. И.";1
"Q467630";"Q4341535";"Аксаков, И. С.";"Бицын, Н.";1
"Q467630";"random_id85313a8fd8612687a687a740b03eea02238a0464";"Аксаков, И. С.";"Анке, Н. Н.";1
"Q467630";"random_id52255f9ef1c5eab4233d9e7c94d71214689ecf02";"Аксаков, И. С.";"Гиляров-Платонов, Н. П.";1
"Q467630";"random_idab0af9fdecb8120f4cda2875a8fc755297a11cf8";"Аксаков, И. С.";"Марков, Н. П.";1
"Q467630";"Q209004";"Аксаков, И. С.";"Лесков, Н. С.";1
"Q467630";"Q4430133";"Аксаков, И. С.";"Соханская, Н. С.";1
"Q467630";"random_id4c4d5d6782143bba6bb666796decfd03255d2a28";"Аксаков, И. С.";"Неизвестная";1
"Q467630";"random_id8faeb2a3b95b6970e60d23f65e144c32a529b13a";"Аксаков, И. С.";"Неизвестный";1
"Q467630";"random_id1ec1f17b2d6c0a86d93b5c88142e3088c85c2a1f";"Аксаков, И. С.";"Неизвестные";1
"Q467630";"random_idbc839656d68909c9b1a7eec5a6872ec91f0c16ac";"Аксаков, И. С.";"Новикова, О. А.";1
"Q467630";"random_idc8ff8da1cd7d8a94f8f7f3103cb6efd0a6354416";"Аксаков, И. С.";"Смирнова, О. Н.";1
"Q467630";"random_id708e7792ea5c646829a66e803b0cb0cdec460d7f";"Аксаков, И. С.";"Аксакова, О. С.";1
"Q467630";"Q2993843";"Аксаков, И. С.";"Плетнёв, П А.";1
"Q467630";"random_idafecf1b4329c8d87eca7b0271d4d98a30a2f6b5b";"Аксаков, И. С.";"Агапеев, П.";1
"Q467630";"random_idd4e74ec2ad922d4a0faba767dd0cd7cc4044affb";"Аксаков, И. С.";"Голохвастов, П. Д.";1
"Q467630";"Q4078671";"Аксаков, И. С.";"Бартенев, П. И.";1
"Q467630";"Q325788";"Аксаков, И. С.";"Фадеев, Р. А.";1
"Q467630";"random_idcee9853aab14367dbc96343084cbd52712d92f63";"Аксаков, И. С.";"ред. «Отечественных записок»";1
"Q467630";"random_idd9e15ac481e9df48eba59902c2ec7951824e8675";"Аксаков, И. С.";"Мей, С. Г.";1
"Q467630";"random_id21954485704527d1bdbcfa6c52478864461f07cb";"Аксаков, И. С.";"Победоносцев, С. И.";1
"Q467630";"random_id22d1a691f51ffb0cb3dd3a7e7ca52586112e66bc";"Аксаков, И. С.";"Пономарёв, С. И.";1
"Q467630";"random_idee2c1b6262d71402adea03fb317d883bfa4a9019";"Аксаков, И. С.";"Подгорецкий, С. С.";1
"Q467630";"Q315188";"Аксаков, И. С.";"Аксаков, С. Т.";1
"Q467630";"random_id87b1691d3d555dcb92da884715fad08f92a9aebd";"Аксаков, И. С.";"Аксаков, О. С.";1
"Q467630";"random_id4cea67253070323b53f7721ab5103d915fa3310e";"Аксаков, И. С.";"Сенат";1
"Q467630";"random_ide3852e45f4c5aee54e7c6297555a86b96bed31f0";"Аксаков, И. С.";"Боденштедт, Ф.";1
"Q467630";"Q4318175";"Аксаков, И. С.";"Нефёдов, Ф. Д.";1
"Q467630";"Q37217";"Аксаков, И. С.";"Тютчев, Ф. И.";1
"Q467630";"Q991";"Аксаков, И. С.";"Достоевский, Ф. М.";1
"Q467630";"random_id4a7b0f868095dfa62cde22f372a11f0a6c497df6";"Аксаков, И. С.";"Чижов, Ф. Ф.";1
"Q467630";"Q2993112";"Аксаков, И. С.";"Самарин, Ю. Ф.";1
"Q467630";"Q2995186";"Аксаков, И. С.";"Грот, Я. К.";1
"Q722730";"Q4237025";"Аксаков, К.";"Кошелёв, А. И.";1
"Q722730";"random_idcf6d50a4731edeb1d42f771454f0a1e69e7ba70d";"Аксаков, К.";"Попов, А. Н.";1
"Q722730";"Q358497";"Аксаков, К.";"Хомяков, А. С.";1
"Q722730";"random_idaab15f763d4200ebe155811aa00c12c29e76a4a7";"Аксаков, К.";"Панов, В. А.";1
"Q722730";"Q1978355";"Аксаков, К.";"Черкасские, В. А.";1
"Q722730";"Q192885";"Аксаков, К.";"Белинский, В. Г.";1
"Q722730";"random_idb6cb216dbd0c28fe7340cdb06245f22ceca5db2c";"Аксаков, К.";"Аксакова, В. С.";1
"Q722730";"random_id58c2f2fd94b1394069913db324f13224569fdd69";"Аксаков, К.";"Карташевские, Г. Н.";1
"Q722730";"random_idcfbcb72351d4bf07bb4a4ade927d65bd595e15c2";"Аксаков, К.";"Карташевские, Н. Т.";1
"Q722730";"Q1968651";"Аксаков, К.";"Данилевский, Г. П.";1
"Q722730";"Q4059837";"Аксаков, К.";"Аксаков, Г. С.";1
"Q722730";"Q467630";"Аксаков, К.";"Аксаков, И. С.";1
"Q722730";"Q42831";"Аксаков, К.";"Тургенев, И. С.";1
"Q722730";"Q2639333";"Аксаков, К.";"Максимович, М. А.";1
"Q722730";"random_id0dfdb77ae2807d1b1ebaf106e295f7dad3e31ac8";"Аксаков, К.";"Карташевская, М. Г.";1
"Q722730";"Q1930246";"Аксаков, К.";"Раевский, М. Ф.";1
"Q722730";"random_ida364f3de752fc02160a8a6dc484b5ae2b879e3f8";"Аксаков, К.";"Елагин, Н. А.";1
"Q722730";"random_id95942bc3794eb5f0f31978206ec2245fa0185b62";"Аксаков, К.";"Ригельман, Н. А.";1
"Q722730";"Q4341535";"Аксаков, К.";"Бицын, Н.";1
"Q722730";"Q43718";"Аксаков, К.";"Гоголь, Н. В.";1
"Q722730";"Q4430133";"Аксаков, К.";"Соханская, Н. С.";1
"Q722730";"random_id8faeb2a3b95b6970e60d23f65e144c32a529b13a";"Аксаков, К.";"Неизвестный";1
"Q722730";"random_id708e7792ea5c646829a66e803b0cb0cdec460d7f";"Аксаков, К.";"Аксакова, О. С.";1
"Q722730";"random_id87b1691d3d555dcb92da884715fad08f92a9aebd";"Аксаков, К.";"Аксаков, О. С.";1
"Q722730";"random_id03e4f1c5e6eb4a210ac7730b38356a893183b6a8";"Аксаков, К.";"Аксаков, В. С.";1
"Q722730";"Q19425";"Аксаков, К.";"Вяземские";1
"Q722730";"random_id9141ba0e5e2b798be7979b90110e7579f8d7e377";"Аксаков, К.";"Великопольская, С. М.";1
"Q722730";"Q315188";"Аксаков, К.";"Аксаков, С. Т.";1
"Q722730";"Q2993112";"Аксаков, К.";"Самарин, Ю. Ф.";1
"Q315188";"Q201221";"Аксаков, С. Т.";"Герцен, А. И.";1
"Q315188";"Q4343827";"Аксаков, С. Т.";"И. А Панаев";1
"Q315188";"Q4424797";"Аксаков, С. Т.";"Смирнова, А. О.";1
"Q315188";"random_id812859e6c00c759c61f2045fe4c2587a187e9fd1";"Аксаков, С. Т.";"Елагина, А. П.";1
"Q315188";"random_idf2b48d129e24a6a146b3e46eff0d3cec559b10c0";"Аксаков, С. Т.";"Орлов, А. Ф.";1
"Q315188";"Q25672";"Аксаков, С. Т.";"Бенкендорф, А. Х.";1
"Q315188";"random_idd1b5f5ea738f16844be8d8133748fa34e7e72979";"Аксаков, С. Т.";"Бывшие студенты Казанского университета";1
"Q315188";"random_ideb4afdd0ce0492f3f31d71fd902049cdee4ec4eb";"Аксаков, С. Т.";"Безобразов, В. П.";1
"Q315188";"Q1968651";"Аксаков, С. Т.";"Данилевский, Г. П.";1
"Q315188";"Q4059837";"Аксаков, С. Т.";"Аксаков, Г. С.";1
"Q315188";"Q467630";"Аксаков, С. Т.";"Аксаков, И. С.";1
"Q315188";"random_id09dbb0bf2de84cec8779710d3ccd90d571660c95";"Аксаков, С. Т.";"Аксаков, М. С.";1
"Q315188";"random_id1bf641f082c7570942844b7e8a84b817ff129450";"Аксаков, С. Т.";"Главный управление цензуры";1
"Q315188";"random_id6e934c060cf6180be0dafdcf6ebdc4825ca6e6d0";"Аксаков, С. Т.";"Голицын, Д. В.";1
"Q315188";"Q709419";"Аксаков, С. Т.";"Остен-Сакен, Д. Е.";1
"Q315188";"random_id36061e482c0a7b36b1eeebffeb066cf4979754bf";"Аксаков, С. Т.";"Великопольский, И. Е.";1
"Q315188";"Q42831";"Аксаков, С. Т.";"Тургенев, И. С.";1
"Q315188";"Q722730";"Аксаков, С. Т.";"Аксаков, К.";1
"Q315188";"random_idb5581ba0ddb74d234349b83bbfea94183c24a3bb";"Аксаков, С. Т.";"Трутовский, К. А.";1
"Q315188";"random_id87b1691d3d555dcb92da884715fad08f92a9aebd";"Аксаков, С. Т.";"Аксаков, О. С.";1
"Q315188";"Q2639333";"Аксаков, С. Т.";"Максимович, М. А.";1
"Q315188";"random_id0dfdb77ae2807d1b1ebaf106e295f7dad3e31ac8";"Аксаков, С. Т.";"Карташевская, М. Г.";1
"Q315188";"random_idff5a8bf37d15f2515bbd8af7a105e94f17dfb346";"Аксаков, С. Т.";"Гоголь, М. И.";1
"Q315188";"Q1093709";"Аксаков, С. Т.";"Погодин, М. П.";1
"Q315188";"Q4156197";"Аксаков, С. Т.";"Де-Пуле, М. Ф.";1
"Q315188";"random_ida364f3de752fc02160a8a6dc484b5ae2b879e3f8";"Аксаков, С. Т.";"Елагин, Н. А.";1
"Q315188";"Q43718";"Аксаков, С. Т.";"Гоголь, Н. В.";1
"Q315188";"Q67497656";"Аксаков, С. Т.";"Надеждин, Н. И.";1
"Q315188";"random_idd370be4fabb2225d2a3a5ba5ec57d4347973c176";"Аксаков, С. Т.";"Макаров, Н. Я.";1
"Q315188";"random_id8faeb2a3b95b6970e60d23f65e144c32a529b13a";"Аксаков, С. Т.";"Неизвестный";1
"Q315188";"random_id708e7792ea5c646829a66e803b0cb0cdec460d7f";"Аксаков, С. Т.";"Аксакова, О. С.";1
"Q315188";"Q2993843";"Аксаков, С. Т.";"Плетнёв, П А.";1
"Q315188";"Q15079444";"Аксаков, С. Т.";"Перфильев";1
"Q315188";"Q1967027";"Аксаков, С. Т.";"Шевырёв, С. П.";1
"random_id708e7792ea5c646829a66e803b0cb0cdec460d7f";"Q1930246";"Аксакова, О. С.";"Раевский, М. Ф.";1
"Q4060435";"Q1093709";"Аладьин, Е. В.";"Погодин, М. П.";1
"Q15193";"Q2522179";"Император Александр I";"Шишков, А. С.";1
"random_id63381039ea65fd24b30d2db3fd34c64ae7a78137";"Q2628103";"Александров, П.";"Дружинин, А. В.";1
"Q18235558";"Q7200";"Алексеев, Н. С.";"Пушкин, А. С.";1
"Q4062730";"Q171976";"Алмазов, Б. Н.";"Островский, Н. Н.";1
"Q4062730";"Q922027";"Алмазов, Б. Н.";"Лажечников, И. И.";1
"Q4062730";"Q4143702";"Алмазов, Б. Н.";"Горбунов, И. И.";1
"Q4062730";"Q441628";"Алмазов, Б. Н.";"Катков, М.";1
"Q4062730";"Q1093709";"Алмазов, Б. Н.";"Погодин, М. П.";1
"Q4063217";"Q171242";"Алчевская, Х. Д.";"Успенский, Г. И.";1
"Q4063404";"Q4515202";"Альбов, М. Н.";"Чехов, А. П.";1
"Q4063404";"Q4152306";"Альбов, М. Н.";"Гуревич, Л. Я.";1
"Q4063404";"random_idd63262a32d4ef9c3eb9fe150cb1ca64189b0c327";"Альбов, М. Н.";"ред. «Новостей»";1
"Q4064878";"random_id4e550a04fd564a1fda8e1a8e33ae0bdf8ae3b044";"Анастасевич, В. Г.";"Востоков, А. Х.";1
"Q4065729";"Q4515202";"Андреевский, С. А.";"Чехов, А. П.";1
"random_id91720876a537c32a9605bf07fc20e8972ba2770f";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Андриевский, И. Е.";"Чернышевский, Н. Г.";1
"Q1373475";"Q42831";"Анненков, П. В.";"Тургенев, И. С.";1
"Q1373475";"random_id38d0dece63a4e2dcbf40324e94f41addc6490766";"Анненков, П. В.";"Полтарацкий, С. Д.";1
"Q1373475";"Q28665410";"Анненков, П. В.";"Буткевич, А. А.";1
"Q1373475";"Q2628103";"Анненков, П. В.";"Дружинин, А. В.";1
"Q1373475";"random_id2e1fa86dfc49f00e7d8aaba81fd0c5723805bcc2";"Анненков, П. В.";"Топоров, А. В.";1
"Q1373475";"Q201221";"Анненков, П. В.";"Герцен, А. И.";1
"Q1373475";"random_idbf62be491cd9f0df2656a93374d90e48e4c15ea6";"Анненков, П. В.";"Огарев, Н. П.";1
"Q1373475";"Q171976";"Анненков, П. В.";"Островский, Н. Н.";1
"Q1373475";"Q1354525";"Анненков, П. В.";"Пыпин";1
"Q1373475";"random_id2cc2210839bacf0f3980940007287926c9b67e8a";"Анненков, П. В.";"Татаринов, А. Н.";1
"Q1373475";"random_id929858718beac531dc30044e3cbfcd8898d45558";"Анненков, П. В.";"Анненков, А. П.";1
"Q1373475";"random_id13073560712e096e163969d44539695d42c4d26f";"Анненков, П. В.";"Анненков, И. П.";1
"Q1373475";"random_id222ffe6adcdc3c848ced36edd581fa8e756c27d3";"Анненков, П. В.";"Анненков, Ф. П.";1
"Q1373475";"Q470371";"Анненков, П. В.";"Писемский, А. Ф.";1
"Q1373475";"Q192885";"Анненков, П. В.";"Белинский, В. Г.";1
"Q1373475";"Q191882";"Анненков, П. В.";"Михайлов М. И., ";1
"Q1373475";"Q2385068";"Анненков, П. В.";"Боткин, В. П.";1
"Q1373475";"Q4131613";"Анненков, П. В.";"Гаевский, В. П.";1
"Q1373475";"Q4234537";"Анненков, П. В.";"Корш, Н. Ф.";1
"Q1373475";"random_id8feb47feb739a1ff76f5f78620b2fbcbc91a57d1";"Анненков, П. В.";"Анненков, И. В.";1
"Q1373475";"random_idf1d40087aa82b1d63ad659ce0f23b511aa7b8525";"Анненков, П. В.";"Анненков, Ф. В.";1
"Q1373475";"random_id29ba7fb8aab22c15e746aae831d3283ad0aefc4e";"Анненков, П. В.";"Маркс, К.";1
"Q1373475";"random_id445f98a71b017f3644a5364432d485a7224df61f";"Анненков, П. В.";"Белинская, М. В.";1
"Q1373475";"Q211785";"Анненков, П. В.";"Салтыков-Щедрин, М. Е.";1
"Q1373475";"Q4441249";"Анненков, П. В.";"Стасюлевич, М. М.";1
"Q1373475";"Q441628";"Анненков, П. В.";"Катков, М.";1
"Q1373475";"Q257349";"Анненков, П. В.";"Островский, М. Н.";1
"Q1373475";"Q208003";"Анненков, П. В.";"Н. А Некрасов";1
"Q1373475";"random_idb9e74f9decceff5fc22e49e4b73c8921caaf8a00";"Анненков, П. В.";"Огарева, Н. А.";1
"Q1373475";"Q43718";"Анненков, П. В.";"Гоголь, Н. В.";1
"Q1373475";"random_id928db83a0b54d9de399020d86afe29259264fe29";"Анненков, П. В.";"Щербань, Н. В.";1
"Q1373475";"Q4341440";"Анненков, П. В.";"Павлищев, Н. И.";1
"Q1373475";"Q2993843";"Анненков, П. В.";"Плетнёв, П А.";1
"Q4066660";"Q4142814";"Анненский, Н. Ф.";"В. А. Гольцев ~";1
"random_id47202516cfed7a5e5b373a99e1e572e19d0f867d";"Q7200";"Анонимный адресант, ";"Пушкин, А. С.";1
"Q3920671";"Q208003";"Антонович, А.";"Н. А Некрасов";1
"Q1967191";"Q1354525";"Антонович, М. А.";"Пыпин";1
"Q1967191";"Q4142814";"Антонович, М. А.";"В. А. Гольцев ~";1
"Q1967191";"Q43858938";"Антонович, М. А.";"Львов-Рогачевский, В. Л.";1
"Q1967191";"Q2631309";"Антонович, М. А.";"Елисеев, Г. З.";1
"Q1967191";"random_idd5b9d5c3b5e8ceefc9bcd20278606daaea8ed979";"Антонович, М. А.";"Пыпин, Е. Н.";1
"Q1967191";"random_idef6ea6c3928c91130f0a7c2c16046738fc5f68c6";"Антонович, М. А.";"Пыпин, С. Н.";1
"Q1967191";"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Антонович, М. А.";"Чернышевский, Н. Г.";1
"Q1967191";"Q3651051";"Антонович, М. А.";"Николадзе, Н. Я.";1
"Q1967191";"random_id814249a088699d13ac9f7ad2f7e4fd254bea61eb";"Антонович, М. А.";"Лавров, П. Л.";1
"Q1967191";"random_id8545d44858b9fe9bf7b4fe5fb343d8609bf22a4b";"Антонович, М. А.";"ред. «Биржевых ведомостей»";1
"Q1967191";"random_id88cd09f9789bfd6e44b0a1ca92c92903e3448d00";"Антонович, М. А.";"ред. «Речи»";1
"Q1967191";"random_idd97d4f49dd891bf92fd65e5ac645c48694901fa2";"Антонович, М. А.";"ред. «Современника»";1
"Q1967191";"random_idc61c5551eaf31ca09671d7050344db012d902c4c";"Антонович, М. А.";"редакторы «Слова»";1
"Q1967191";"random_idba3ab553eeba94f127a497c3a6bbaa1949b7d373";"Антонович, М. А.";"Сын";1
"random_ida63f49999f8226be33c252deb094fdb3e6903b51";"Q42831";"Апрелова, Е. И.";"Тургенев, И. С.";1
"random_ida63f49999f8226be33c252deb094fdb3e6903b51";"Q4441249";"Апрелова, Е. И.";"Стасюлевич, М. М.";1
"Q2618170";"Q4180512";"Апухтин, А. Н.";"Жиркевич, А. В.";1
"Q2618170";"Q4230805";"Апухтин, А. Н.";"Кони, А. Ф.";1
"Q2618170";"random_id73ba0291be1e811a1dd1d2ffafeced00a34c89df";"Апухтин, А. Н.";"Бертенсон, В. Б.";1
"Q2618170";"Q4143702";"Апухтин, А. Н.";"Горбунов, И. И.";1
"Q2618170";"Q7243";"Апухтин, А. Н.";"Толстой, Л. Н.";1
"Q2618170";"random_id334ed5b1d686cd2aee55547c5841c60fda2e5841";"Апухтин, А. Н.";"Козлов, П. В.";1
"Q2618170";"Q7315";"Апухтин, А. Н.";"Чайковский, П. И.";1
"Q4068550";"Q629784";"Арапов, П. Н.";"Загоскин, М. Н.";1
"Q50943";"Q7200";"Арина Родионовна, ";"Пушкин, А. С.";1
"Q15064125";"Q7200";"Арсеньев, Д. Н.";"Пушкин, А. С.";1
"Q3033146";"Q991";"Арсеньев, Д. С.";"Достоевский, Ф. М.";1
"Q4070031";"Q561639";"Арсеньев, К. И.";"Булгарин, Ф.";1
"Q1782723";"Q1958084";"Арсеньев, К. К.";"Жемчужников, А. М.";1
"Q15649241";"Q46599";"Арсеньева, Е. А.";"Лермонтов, М. Ю.";1
"random_id3a162271c3f8700150992f87ce0ae319f3b6c4d7";"Q192885";"Артемов, П. И.";"Белинский, В. Г.";1
"Q365925";"Q7200";"Аршиак, А. д.";"Пушкин, А. С.";1
"random_id7593a14965d7a4bc34a2ce215dd5b5d6d23748ae";"Q208003";"Асташов, В. И.";"Н. А Некрасов";1
"random_idd6b755771b777a75fd1338b77d3f3b58352618c7";"Q374362";"Астраков, С. И.";"Огарёв, Н. П.";1
"Q4071817";"Q4142814";"Астырев, Н. М.";"В. А. Гольцев ~";1
"Q4071817";"Q1984548";"Астырев, Н. М.";"Мачтет, А.";1
"Q4071817";"random_id7431c518bdd02d96f9f7fab4f1ec323975fa57f6";"Астырев, Н. М.";"Астырева, Е. Н.";1
"Q402199";"Q67497656";"Атанацкович, П.";"Надеждин, Н. И.";1
"Q4072674";"Q1968651";"Афанасьев-Чужбинский, А. С.";"Данилевский, Г. П.";1
"Q4073030";"Q2628103";"Ахматова, Е. Н.";"Дружинин, А. В.";1
"Q4073030";"Q208003";"Ахматова, Е. Н.";"Н. А Некрасов";1
"Q315158";"Q2299317";"Ахундов, М. Ф.";"Полонский, Я. И.";1
"random_ida270aacfc59e07b1e183f3c345dae86868297000";"Q208003";"Базунов, И. В.";"Н. А Некрасов";1
"random_id7ce4691aba9d30c669a8d23d00c825342a8792c7";"Q208003";"Бакланов, В. П.";"Н. А Некрасов";1
"Q27645";"Q201221";"Бакунин, М. А.";"Герцен, А. И.";1
"Q27645";"Q4172868";"Бакунин, М. А.";"Салиас-де-Турнемир, Е. В.";1
"Q27645";"Q1373475";"Бакунин, М. А.";"Анненков, П. В.";1
"random_id9be1977ed4a0f4255aeb1bdcf96e88365c6edc5a";"Q192885";"Баландин, А. И.";"Белинский, В. Г.";1
"Q1937889";"Q7200";"Балашов, А. Д.";"Пушкин, А. С.";1
"random_ide0950f9b5f0cb6aa513ef4df4516aa74c8ff856a";"random_id4e550a04fd564a1fda8e1a8e33ae0bdf8ae3b044";"Балугьянская, М.";"Востоков, А. Х.";1
"random_id0bf43bb396cbd63c57ca0f4b636bfb8356e54d05";"Q313832";"Банковский, П. С.";"Романов, К. К.";1
"Q4077485";"Q7200";"Бантыш-Каменский, Н. Н.";"Пушкин, А. С.";1
"random_idde0a614f526a4e06d2e0545c7dfb43e3ade25f84";"Q4515202";"Баранов, Х. Л.";"Чехов, А. П.";1
"Q2988452";"Q7200";"Барант, П. д.";"Пушкин, А. С.";1
"Q5565527";"Q4515202";"Баранцевич, К. С.";"Чехов, А. П.";1
"Q5565527";"random_id8faeb2a3b95b6970e60d23f65e144c32a529b13a";"Баранцевич, К. С.";"Неизвестный";1
"Q5565527";"random_idd8521135a74d4beab92f399d5469a8929102e446";"Баранцевич, К. С.";"ред. «Нового времени»";1
"Q5565527";"random_id335dda23706429be79cd00d1d97ed5484d360179";"Баранцевич, К. С.";"ред. «Новой Руси»";1
